Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Std,Down/Up Ratio,Source IP,Destination Port,Label
94168,1,1,781.31,20.21,50538.06,13058.56,50.66,62.9,13.02,1.0013,172.16.0.1,36,PortScan
517181,1210,4,1561839.32,814.48,1788.9,145.06,854.64,341.47,209.41,0.0086,172.16.0.1,443,DoS Hulk
8595620,8,6,40834.83,35.38,317407.96,146926.14,402.51,511.23,342.33,0.8955,192.168.10.16,8080,BENIGN
26398546,34,2,446.47,1.29,1498660.85,740343.46,36.72,93.57,14.03,0.113,172.16.0.1,80,DoS slowloris
160102,2,1,520.66,20.32,35227.37,23781.2,53.15,54.73,12.61,0.6672,172.16.0.1,65,PortScan
1094670,466,1,1003938.6,910.0,0,459.07,726.62,180.25,199.9,0.0038,172.16.0.1,443,DoS Hulk
36253193,32,0,313.22,1.24,3076396.34,862488.39,61.25,78.96,27.61,0.0386,172.16.0.1,80,DoS slowloris
11959427,12,13,28960.27,12.14,81278.42,165970.71,432.11,164.34,408.03,0.6148,192.168.10.14,3389,BENIGN
12124457,7,15,42660.58,33.98,479915.07,132313.88,470.01,552.1,236.92,1.4423,192.168.10.17,53,BENIGN
5671408,15,18,25202.69,46.75,354368.0,73872.28,375.21,447.24,434.84,1.2965,192.168.10.16,80,BENIGN
80442,5,0,856.87,22.01,45028.16,14018.83,26.64,42.36,14.84,0.673,172.16.0.1,8080,PortScan
1538346,535,4,1699168.45,1153.02,651.88,278.49,431.91,266.03,136.94,0.0033,172.16.0.1,443,DoS Hulk
134438,2,1,1084.25,22.2,35043.33,19179.56,37.59,61.08,6.99,0.3086,172.16.0.1,83,PortScan
1419063,1162,8,1551155.05,1354.97,670.8,374.12,810.82,207.33,171.43,0.0006,172.16.0.1,443,DoS Hulk
17297627,176,9,16064.95,17.55,113445.98,33818.03,124.52,48.11,38.16,0.1332,172.16.0.1,22,SSH-Patator
8431140,18,26,26833.39,15.18,319540.24,112440.78,516.4,647.82,500.36,1.2287,192.168.10.16,21,BENIGN
26656828,24,2,151.54,1.86,1262547.81,502658.07,30.12,77.25,27.04,0.0834,172.16.0.1,80,DoS slowloris
86537,2,0,88.87,24.73,42001.62,17022.97,63.47,25.36,6.05,0.6496,172.16.0.1,71,PortScan
843170,1012,5,1893905.85,1043.79,838.47,126.1,350.67,355.64,198.95,0.0088,172.16.0.1,80,DoS Hulk
1023595,567,6,1621850.71,1306.16,1382.58,320.39,727.8,327.92,214.31,0.0005,172.16.0.1,443,DoS Hulk
8537745,12,9,4204.14,22.63,364399.18,121583.6,387.7,494.93,216.84,1.7672,192.168.10.19,443,BENIGN
14615416,1,17,27156.07,0,183287.25,115472.5,440.45,602.84,420.91,1.3491,192.168.10.14,80,BENIGN
1105955,1142,2,1165793.13,1072.43,396.2,261.49,572.37,272.24,56.74,0.0066,172.16.0.1,80,DoS Hulk
7546277,6,8,37419.44,46.3,243219.57,138436.13,238.55,606.96,379.67,1.1066,192.168.10.51,22,BENIGN
9048388,21,6,29781.32,56.89,172565.73,47885.4,303.92,540.68,387.17,0.2912,192.168.10.25,53,BENIGN
9372229,8,6,26388.07,28.47,249716.87,108203.57,339.21,837.59,473.1,0.933,192.168.10.14,443,BENIGN
8696662,29,14,48334.0,23.57,260037.91,112485.86,171.58,737.92,389.08,1.5133,192.168.10.14,22,BENIGN
16977419,14,21,1725.24,25.59,273280.13,154658.83,379.67,210.6,403.4,0.9006,192.168.10.19,80,BENIGN
13266952,18,17,49270.68,14.74,193717.98,143939.7,520.39,660.03,345.52,1.203,192.168.10.19,80,BENIGN
12996463,137,10,14477.17,44.52,104860.67,29602.0,44.1,95.28,62.28,0.1105,172.16.0.1,22,SSH-Patator
29997912,28,1,457.79,0.8,1990802.35,613978.88,26.24,82.16,26.66,0.0782,172.16.0.1,80,DoS slowloris
28235103,26,1,492.71,0.89,2798344.86,840229.15,37.88,91.89,20.04,0.0918,172.16.0.1,443,DoS slowloris
1157469,1123,4,1737391.56,1197.76,722.94,330.35,568.74,297.99,195.15,0.0032,172.16.0.1,443,DoS Hulk
8839813,127,12,16500.06,15.28,119781.57,29258.8,62.16,137.07,78.3,0.1105,172.16.0.1,22,SSH-Patator
2281513,8,19,61800.29,24.08,424144.59,101724.49,388.65,675.96,219.55,1.5816,192.168.10.16,80,BENIGN
5517448,19,20,71835.37,31.03,158536.75,101233.88,469.87,491.96,210.21,1.6376,192.168.10.51,25,BENIGN
7483216,17,20,24619.69,23.89,73938.34,91180.17,393.61,546.41,277.31,0.6381,192.168.10.17,25,BENIGN
46327,2,1,1090.0,26.47,49039.21,17758.12,55.92,53.96,10.71,0.5682,172.16.0.1,84,PortScan
49321,3,1,884.25,32.26,30568.27,28137.24,45.26,35.48,20.95,0.6271,172.16.0.1,443,PortScan
1342282,797,2,1225309.06,1007.47,1011.15,463.4,458.28,205.73,48.67,0.0039,172.16.0.1,80,DoS Hulk
8566016,10,21,47848.34,18.93,141048.99,99396.69,541.03,374.37,216.1,1.1989,192.168.10.5,22,BENIGN
926586,1091,3,1334369.76,719.72,464.97,409.16,510.94,220.91,111.84,0.0056,172.16.0.1,443,DoS Hulk
928136,1097,3,939552.31,706.65,432.98,348.92,833.32,196.39,214.82,0.0071,172.16.0.1,80,DoS Hulk
542455,728,2,1954208.49,762.4,232.72,249.69,768.74,189.04,235.0,0.007,172.16.0.1,80,DoS Hulk
11124211,20,1,0,30.69,115344.72,124462.79,220.88,479.75,385.25,1.1967,192.168.10.19,21,BENIGN
7323877,1,12,29083.08,20.09,187700.2,130126.76,378.86,363.15,306.56,1.027,192.168.10.15,3389,BENIGN
877249,1040,2,2261546.67,1611.58,1123.48,363.42,768.86,212.65,219.35,0.0055,172.16.0.1,443,DoS Hulk
6530818,18,12,38289.29,46.67,153250.4,114786.09,409.35,444.69,428.1,0.4358,192.168.10.50,25,BENIGN
15289745,9,14,47984.92,40.16,386069.24,110283.41,352.66,583.09,516.68,1.4364,192.168.10.25,25,BENIGN
2244097,683,4,1203565.87,1313.06,1491.61,482.63,565.2,359.84,243.41,0.0053,172.16.0.1,443,DoS Hulk
81185,1,2,553.51,8.38,51757.57,19829.08,49.15,49.28,10.56,0.6038,172.16.0.1,29,PortScan
5695549,14,22,49156.33,19.88,352891.58,62032.28,352.55,437.06,314.47,0.7253,192.168.10.25,25,BENIGN
6727513,96,16,11117.3,66.69,102403.26,11246.97,95.68,145.45,58.32,0.0833,172.16.0.1,22,SSH-Patator
13261804,162,11,11895.98,21.7,127606.68,39320.33,82.59,174.53,68.03,0.0324,172.16.0.1,22,SSH-Patator
1428205,21,6,6711.57,24.59,460530.12,127973.68,501.05,553.4,526.31,1.48,192.168.10.17,21,BENIGN
8980459,17,22,0,8.19,252751.93,113012.8,379.63,431.21,282.95,1.4118,192.168.10.25,53,BENIGN
9534810,10,26,31437.15,43.32,202166.02,65288.47,528.35,607.1,143.68,1.1178,192.168.10.16,8080,BENIGN
8483947,6,23,7890.44,18.61,345753.68,158829.62,293.95,586.44,541.59,1.0918,192.168.10.14,3389,BENIGN
5543776,1,20,60452.76,30.92,367880.23,150170.44,485.79,589.14,436.11,1.4456,192.168.10.50,25,BENIGN
6733178,20,3,0,39.8,307942.61,62388.25,364.65,862.89,304.43,1.2957,192.168.10.25,80,BENIGN
11775478,16,8,31936.37,42.87,122387.96,106036.23,388.92,543.02,322.07,0.8324,192.168.10.17,25,BENIGN
9919464,5,20,18391.8,45.3,395819.63,109871.85,384.12,500.7,353.74,2.3393,192.168.10.5,3389,BENIGN
10042309,12,14,53230.88,26.03,22124.48,92634.11,217.71,480.59,393.79,1.2717,192.168.10.9,25,BENIGN
9812641,13,11,12446.37,28.34,205528.77,167485.11,189.0,630.68,278.96,1.6088,192.168.10.15,22,BENIGN
4982693,16,8,27532.5,16.46,390425.63,131629.23,352.61,535.67,740.02,1.1692,192.168.10.19,21,BENIGN
11141503,252,6,12281.65,64.89,18532.78,6369.66,29.63,67.67,14.94,0.0633,172.16.0.1,21,FTP-Patator
12119373,14,27,0,26.6,203413.25,184473.88,698.8,214.22,462.34,0.9263,192.168.10.8,25,BENIGN
10333602,13,23,7558.27,32.22,321396.86,87526.76,413.84,382.29,391.95,1.2222,192.168.10.51,22,BENIGN
14192782,18,19,5813.63,28.4,286776.07,56477.6,545.51,569.07,311.64,0.8867,192.168.10.9,3389,BENIGN
5973729,9,21,37246.83,39.75,342633.88,135262.32,465.83,391.79,348.69,1.2099,192.168.10.5,443,BENIGN
12519156,12,15,51002.62,42.96,104742.95,153191.82,583.24,382.45,406.08,0.9571,192.168.10.16,22,BENIGN
14341650,12,6,14648.68,29.46,108436.85,141067.26,339.58,664.27,432.46,0.9162,192.168.10.19,21,BENIGN
12111129,152,13,9807.07,34.66,103755.39,30128.84,47.25,80.5,69.47,0.0957,172.16.0.1,22,SSH-Patator
1944836,23,9,53104.03,30.19,466793.65,162667.43,387.77,382.92,531.99,0.8234,192.168.10.3,3389,BENIGN
9142344,10,15,15847.43,46.06,71037.38,156269.55,435.88,455.21,314.2,0.655,192.168.10.15,80,BENIGN
27164683,22,1,417.02,1.02,2205918.25,538213.82,48.5,113.38,26.97,0.1206,172.16.0.1,443,DoS slowloris
23357,2,0,373.75,20.74,46067.85,20789.29,62.37,35.4,6.15,0.2414,172.16.0.1,50,PortScan
16044367,160,11,13250.23,39.39,65609.45,17326.8,99.8,119.58,70.58,0.1207,172.16.0.1,22,SSH-Patator
15989085,86,11,9917.08,44.57,119408.33,30558.97,129.82,151.29,51.11,0,172.16.0.1,22,SSH-Patator
14911530,12,21,7808.51,19.1,189866.21,23626.77,388.4,765.58,344.16,1.1782,192.168.10.25,25,BENIGN
23809739,18,0,203.56,1.63,1117067.98,702740.25,56.54,78.92,18.42,0.0831,172.16.0.1,80,DoS slowloris
12712907,2,21,1493.08,24.9,544131.87,94074.22,377.31,876.61,414.7,1.3037,192.168.10.5,21,BENIGN
109439,2,0,577.28,18.71,30674.61,21828.45,49.89,44.06,2.87,0.8474,172.16.0.1,89,PortScan
7881985,10,16,70757.89,11.13,250316.22,79414.55,290.31,412.02,350.87,1.4131,192.168.10.5,8080,BENIGN
235969,1152,1,1178771.61,932.84,967.36,666.6,917.13,212.19,211.31,0.0019,172.16.0.1,443,DoS Hulk
13667876,25,10,39751.24,37.93,588103.05,99079.7,334.77,781.22,249.16,1.1296,192.168.10.51,53,BENIGN
6192708,8,11,55967.06,38.64,196907.83,100371.27,467.26,425.57,263.69,0.7114,192.168.10.8,53,BENIGN
4347801,13,18,60554.72,27.3,242951.49,85238.96,425.01,624.04,520.0,1.3741,192.168.10.5,25,BENIGN
9042657,2,20,43293.09,29.51,318494.71,78357.39,433.43,569.66,409.14,1.2481,192.168.10.16,80,BENIGN
22813226,15,1,287.5,1.4,2086779.67,750496.96,45.93,98.13,22.72,0.067,172.16.0.1,80,DoS slowloris
1066976,667,1,1248814.07,1173.29,1092.15,284.59,819.85,229.83,133.15,0.0044,172.16.0.1,443,DoS Hulk
985431,1034,3,890539.61,1140.51,986.56,467.15,760.95,349.37,84.03,0.0055,172.16.0.1,443,DoS Hulk
352036,16,15,50807.77,30.49,249306.02,61627.53,628.67,897.86,398.51,1.2726,192.168.10.5,8080,BENIGN
5022294,4,0,51065.19,33.31,366719.21,152172.11,324.35,449.19,410.25,0.7607,192.168.10.8,80,BENIGN
9452168,23,19,16523.16,23.05,425555.15,157290.43,443.19,660.48,438.82,1.4133,192.168.10.51,22,BENIGN
615879,1054,6,874201.4,1560.1,767.65,293.31,134.17,301.64,140.12,0.0006,172.16.0.1,80,DoS Hulk
15601726,19,16,42009.57,20.0,505245.84,77594.0,483.12,605.63,322.67,1.3136,192.168.10.8,8080,BENIGN
12918829,10,0,52104.69,3.3,177163.76,123992.29,243.47,766.96,537.7,0.7552,192.168.10.5,21,BENIGN
1504276,974,2,1387004.52,914.29,1016.31,310.86,594.58,211.75,184.63,0.0036,172.16.0.1,80,DoS Hulk
1798808,914,1,1543419.12,1518.85,135.01,374.92,766.61,244.77,186.12,0.0027,172.16.0.1,443,DoS Hulk
23672805,17,2,306.77,0.69,2773311.01,517572.35,55.65,122.77,36.28,0.1214,172.16.0.1,80,DoS slowloris
88916,2,0,868.56,30.99,41466.82,6171.5,35.55,26.87,15.06,0.7259,172.16.0.1,70,PortScan
7486895,9,17,36720.85,35.81,437856.38,133736.14,147.07,628.32,522.02,0.9481,192.168.10.16,443,BENIGN
40591457,36,1,439.13,1.14,1838021.26,708673.38,67.84,43.33,19.5,0.0952,172.16.0.1,80,DoS slowloris
12359920,246,10,4882.91,65.97,16459.17,4539.08,53.16,43.58,7.13,0.0305,172.16.0.1,21,FTP-Patator
1738218,839,5,1304153.87,797.74,464.19,305.74,914.34,274.87,218.86,0.0034,172.16.0.1,443,DoS Hulk
12934007,9,8,41037.08,44.69,246158.96,94350.15,467.72,596.6,210.32,0.889,192.168.10.50,443,BENIGN
4086227,13,20,27333.09,24.79,330553.0,92304.75,372.66,260.42,358.47,1.0996,192.168.10.5,25,BENIGN
3273929,7,19,42038.74,43.16,388940.97,151436.51,247.92,570.76,214.9,1.1956,192.168.10.14,53,BENIGN
23750024,36,2,331.71,1.99,2353149.36,533037.58,49.62,51.16,22.19,0.0825,172.16.0.1,80,DoS slowloris
13515345,132,9,13466.09,69.27,13134.74,12834.97,35.53,16.07,27.31,0.062,172.16.0.1,21,FTP-Patator
1722823,774,10,983544.17,968.19,1178.5,417.27,824.57,244.87,171.77,0.004,172.16.0.1,443,DoS Hulk
10172857,16,5,0,33.44,271027.87,104343.57,305.18,686.31,158.87,2.3597,192.168.10.15,53,BENIGN
6832847,2,9,32252.85,37.94,597991.5,83255.73,403.63,289.14,357.73,0.6688,192.168.10.9,3389,BENIGN
9867630,1,22,42718.73,27.53,130741.93,119285.6,259.44,407.09,351.57,1.3182,192.168.10.17,3389,BENIGN
16498835,301,4,6248.18,16.58,29762.7,12706.43,18.37,52.7,24.65,0.036,172.16.0.1,21,FTP-Patator
7539379,24,11,26997.94,17.12,285253.57,26508.88,364.96,549.98,401.93,1.5775,192.168.10.50,53,BENIGN
16770940,245,8,8237.46,65.18,26772.9,6108.32,16.8,23.57,21.09,0.0685,172.16.0.1,21,FTP-Patator
8071800,15,4,72032.65,34.98,330936.87,160449.68,445.38,508.65,557.12,0.9652,192.168.10.17,80,BENIGN
15794557,2,7,29705.05,14.98,167308.4,201695.52,423.07,601.19,324.8,1.3638,192.168.10.19,8080,BENIGN
3381015,10,3,21763.79,35.06,299786.04,106527.34,576.58,500.53,382.57,1.0708,192.168.10.16,25,BENIGN
10596059,22,12,49607.24,25.48,400409.47,94384.42,510.76,597.06,237.79,1.2632,192.168.10.25,25,BENIGN
24055916,16,1,256.74,1.11,3407645.71,1059461.02,65.64,65.84,27.27,0.0571,172.16.0.1,443,DoS slowloris
3141663,14,4,23535.19,10.7,378719.55,136048.2,301.45,709.01,226.93,1.0104,192.168.10.25,22,BENIGN
3983866,14,19,42019.03,44.79,40850.52,113999.07,548.95,489.71,345.33,1.1345,192.168.10.50,22,BENIGN
31278807,25,2,347.99,0.37,3359588.49,358528.79,64.72,73.63,28.47,0.0477,172.16.0.1,80,DoS slowloris
4472401,21,13,22901.41,26.56,285166.16,109877.14,428.09,699.33,264.4,0.8144,192.168.10.8,443,BENIGN
9119092,262,3,5682.25,59.94,24719.12,5725.1,19.04,25.22,29.63,0.0825,172.16.0.1,21,FTP-Patator
6257441,16,0,42353.03,47.12,267532.41,95449.89,564.63,363.21,459.06,1.299,192.168.10.14,8080,BENIGN
11615770,14,10,19518.81,21.98,398296.97,120741.1,496.12,795.07,462.1,0.8468,192.168.10.17,80,BENIGN
4885652,12,4,17831.93,12.27,202485.51,104732.51,560.04,723.83,434.18,1.2118,192.168.10.3,8080,BENIGN
114862,1,1,801.3,25.04,46517.05,17835.17,51.29,41.55,13.34,0.31,172.16.0.1,33,PortScan
10587322,3,4,33418.05,33.16,251826.52,110627.17,398.5,529.74,516.55,0.9304,192.168.10.51,53,BENIGN
664832,23,15,18933.53,26.07,464164.35,30656.93,205.43,424.1,495.02,0.4472,192.168.10.16,443,BENIGN
14098778,9,11,25091.32,41.59,184857.57,105724.56,516.35,673.22,410.26,0.6234,192.168.10.50,21,BENIGN
15399182,6,15,35482.46,25.89,86700.65,68622.54,423.47,503.15,444.6,0.8261,192.168.10.25,25,BENIGN
18670158,126,1,11970.42,57.55,63732.1,40150.97,69.97,94.43,63.47,0.0862,172.16.0.1,22,SSH-Patator
5607626,14,4,16782.35,45.24,142011.27,102607.78,399.76,695.01,389.11,0.7819,192.168.10.50,80,BENIGN
17439295,152,12,7635.87,41.33,70564.62,33248.63,118.19,81.12,65.11,0.047,172.16.0.1,22,SSH-Patator
5692877,10,16,30910.99,45.91,168832.26,127106.34,393.4,204.42,425.81,1.4187,192.168.10.16,25,BENIGN
2701769,7,8,19933.24,28.17,381888.74,99759.31,367.44,326.47,636.2,1.0757,192.168.10.50,21,BENIGN
33445756,42,1,326.08,1.56,2933885.03,794923.09,58.05,122.42,28.5,0.0608,172.16.0.1,80,DoS slowloris
1211544,1443,5,1540248.83,754.97,748.2,410.6,887.97,385.57,113.16,0.005,172.16.0.1,443,DoS Hulk
33553278,34,0,175.45,1.43,2880556.63,691317.39,66.02,71.27,41.17,0.0813,172.16.0.1,80,DoS slowloris
7878266,14,3,44817.99,28.3,449066.16,116483.76,438.22,325.71,401.54,0.4567,192.168.10.19,3389,BENIGN
8876795,13,8,23784.62,43.59,323500.61,111478.83,253.93,449.94,361.43,0.1737,192.168.10.14,22,BENIGN
12361472,163,17,18205.22,66.27,66749.02,33652.49,116.88,124.94,60.32,0.072,172.16.0.1,22,SSH-Patator
8476399,10,29,42440.7,42.83,298153.27,153413.03,379.94,374.2,236.4,0.7121,192.168.10.16,53,BENIGN
7617125,23,17,34319.31,32.92,289677.02,165528.07,444.73,678.2,358.48,0.6816,192.168.10.9,80,BENIGN
7538255,13,2,37805.85,37.61,289200.77,127385.96,605.54,748.93,280.61,0.4672,192.168.10.15,443,BENIGN
29623675,29,1,242.64,1.52,2010634.52,685866.64,59.52,36.13,29.12,0.0811,172.16.0.1,80,DoS slowloris
97983,1,1,726.63,18.88,46453.53,19450.45,44.76,33.46,12.76,0.1467,172.16.0.1,38,PortScan
7071647,12,16,34411.68,35.55,436749.61,107369.63,359.64,527.78,375.56,0.5218,192.168.10.8,8080,BENIGN
4353952,7,1,53950.18,29.15,343065.85,100500.48,305.94,586.13,677.07,0.6744,192.168.10.14,80,BENIGN
1193745,920,1,1738263.4,878.73,1337.43,286.05,1300.99,382.34,116.19,0.0079,172.16.0.1,443,DoS Hulk
25519893,22,1,268.4,1.26,2797260.89,733898.95,22.26,73.04,30.84,0.0673,172.16.0.1,80,DoS slowloris
8008943,12,14,13792.36,17.27,334085.42,140377.54,216.17,694.65,493.08,1.6799,192.168.10.17,25,BENIGN
109451,3,0,871.97,24.08,46832.78,20483.5,39.24,50.01,15.89,0.3903,172.16.0.1,61,PortScan
9159652,5,19,48465.63,30.86,234218.06,119051.61,291.63,407.83,530.83,1.2353,192.168.10.3,25,BENIGN
2449922,14,2,50919.12,19.87,387940.05,44081.37,509.85,607.77,239.99,0.861,192.168.10.19,80,BENIGN
6052183,1,12,12502.75,42.69,418473.82,168362.02,670.92,830.03,371.09,1.3946,192.168.10.25,25,BENIGN
120480,1,1,939.79,15.66,18957.65,10298.69,45.18,38.36,9.32,0.4879,172.16.0.1,73,PortScan
12072918,132,19,13278.8,23.08,128019.09,12998.73,98.86,142.13,67.0,0.1189,172.16.0.1,22,SSH-Patator
4285035,19,13,38712.12,12.05,272339.35,87714.76,143.85,695.39,254.81,0.2873,192.168.10.9,25,BENIGN
1301670,1030,3,1247535.45,686.68,1058.43,291.56,1143.31,251.76,284.09,0.0022,172.16.0.1,443,DoS Hulk
7371068,11,18,44816.49,33.85,164251.72,111652.63,188.09,826.74,359.41,0.6293,192.168.10.17,22,BENIGN
6739637,23,18,50913.0,16.68,226104.34,131625.94,360.94,509.98,407.91,0.8217,192.168.10.8,25,BENIGN
28873871,28,2,153.84,0.36,3185414.49,468414.58,53.8,57.74,26.64,0.1145,172.16.0.1,80,DoS slowloris
15663078,141,13,9652.04,47.09,60248.21,30047.57,64.49,127.7,57.39,0.1102,172.16.0.1,22,SSH-Patator
1924212,825,5,1621265.22,1212.6,557.03,177.9,562.01,347.98,145.85,0.0078,172.16.0.1,443,DoS Hulk
13258894,159,7,14724.23,51.72,83601.47,18661.67,78.16,91.87,44.53,0.1256,172.16.0.1,22,SSH-Patator
1381650,11,14,35255.13,29.43,193338.91,146445.2,273.93,479.71,514.22,1.6592,192.168.10.25,25,BENIGN
6686459,9,4,39274.18,35.17,167795.81,167789.94,345.92,841.79,544.37,0.8396,192.168.10.17,443,BENIGN
6691059,10,16,8936.34,43.35,353893.93,93640.52,361.81,415.09,432.92,1.6448,192.168.10.14,53,BENIGN
14245493,16,17,22822.18,34.72,189305.78,136597.43,228.33,754.15,469.98,1.2854,192.168.10.14,53,BENIGN
10642829,6,17,26500.49,43.29,115832.5,144660.77,360.02,578.28,488.53,0.8282,192.168.10.14,25,BENIGN
6260690,3,11,28374.05,41.27,398171.26,134885.04,264.61,628.67,492.94,1.2416,192.168.10.14,53,BENIGN
12504851,13,9,54168.91,40.54,188775.82,194970.04,330.32,498.53,321.41,0.1818,192.168.10.25,3389,BENIGN
3156476,14,15,5015.35,26.92,192306.51,86052.36,252.64,541.61,358.09,1.4483,192.168.10.8,3389,BENIGN
5526716,14,10,30709.75,26.79,374008.87,106460.84,527.19,488.35,412.75,0.4683,192.168.10.19,25,BENIGN
6021197,8,25,32360.11,28.06,443797.43,52870.45,305.46,527.86,441.14,0.6327,192.168.10.50,53,BENIGN
1037258,740,2,867204.84,890.41,818.53,519.97,727.99,297.06,182.81,0.0039,172.16.0.1,443,DoS Hulk
136877,1,3,860.77,25.29,52529.76,29302.23,31.62,63.16,9.71,0.4927,172.16.0.1,8080,PortScan
70429,1,0,1085.09,16.09,89115.17,15182.87,59.43,38.75,14.21,0.7318,172.16.0.1,5432,PortScan
14752817,12,13,4338.25,35.47,184754.75,97297.81,597.87,629.92,540.44,1.1624,192.168.10.25,25,BENIGN
26639067,28,2,157.14,1.47,2674438.98,683523.57,43.36,73.83,17.46,0.1022,172.16.0.1,80,DoS slowloris
24913134,34,1,375.15,0.63,1512432.17,540901.99,45.93,63.56,17.1,0.0608,172.16.0.1,443,DoS slowloris
6907118,1,7,24351.75,28.29,546978.63,91359.46,572.94,466.42,383.05,1.039,192.168.10.51,53,BENIGN
87673,2,0,685.81,33.39,11550.71,10055.42,61.05,33.43,7.33,0.4904,172.16.0.1,64,PortScan
2572673,20,13,41831.15,19.69,378103.94,150299.75,455.26,486.84,439.15,1.5548,192.168.10.25,53,BENIGN
1243208,918,2,1666301.26,1100.47,541.56,346.19,1010.88,226.19,198.25,0.0047,172.16.0.1,443,DoS Hulk
11328072,18,20,53417.89,24.53,486482.31,84946.42,334.27,649.94,556.18,1.4376,192.168.10.15,25,BENIGN
17269383,103,15,6395.34,43.95,79253.08,26579.67,84.85,39.1,57.45,0.0992,172.16.0.1,22,SSH-Patator
1831283,18,17,26343.99,35.86,177009.25,112321.27,353.18,411.65,383.57,1.8857,192.168.10.25,443,BENIGN
7732365,9,29,8935.06,42.97,147390.46,141590.56,440.01,701.72,457.74,1.0877,192.168.10.8,443,BENIGN
11697745,265,11,8717.99,72.5,14239.85,5613.95,38.89,60.4,21.05,0.0756,172.16.0.1,21,FTP-Patator
114045,1,2,392.8,9.81,32121.76,15998.89,65.46,35.75,19.31,0.5008,172.16.0.1,73,PortScan
1106818,1030,4,2008938.59,1575.72,1604.33,416.46,832.46,234.42,235.27,0.006,172.16.0.1,80,DoS Hulk
20803968,155,7,13850.01,73.68,60555.86,29198.32,102.47,29.61,21.8,0.1242,172.16.0.1,22,SSH-Patator
22900607,14,2,243.03,1.62,2496245.74,492262.6,61.94,53.54,30.98,0.0621,172.16.0.1,443,DoS slowloris
12716701,166,7,4222.6,51.18,115652.28,26330.02,57.69,151.18,85.52,0.0217,172.16.0.1,22,SSH-Patator
92305,2,1,1131.88,15.88,52291.47,21921.7,47.62,51.84,6.79,0.6441,172.16.0.1,66,PortScan
847343,890,5,1551173.06,671.27,627.76,426.45,445.79,217.49,195.88,0.0066,172.16.0.1,443,DoS Hulk
990578,1061,2,1796772.27,1304.74,1063.8,143.17,1029.31,246.17,181.89,0.0099,172.16.0.1,80,DoS Hulk
19154288,168,11,8394.17,43.22,129425.0,25230.53,141.95,112.18,39.75,0.068,172.16.0.1,22,SSH-Patator
71415,2,0,377.32,27.62,49038.49,13801.93,47.36,53.15,11.36,0.1581,172.16.0.1,22,PortScan
1207224,895,3,1967154.55,1080.25,1114.17,451.17,1086.56,351.09,173.19,0.0024,172.16.0.1,443,DoS Hulk
1733421,26,17,0,41.59,366596.36,84516.61,479.71,794.59,352.83,1.947,192.168.10.5,53,BENIGN
12484282,16,10,37026.77,45.46,294633.88,84453.44,408.78,393.43,240.08,1.0488,192.168.10.19,21,BENIGN
10449193,258,12,9689.22,86.57,18572.79,8698.02,42.91,27.13,29.43,0.0704,172.16.0.1,21,FTP-Patator
4557324,13,4,14210.61,21.23,475161.39,107411.51,360.34,573.69,422.6,0.7492,192.168.10.25,25,BENIGN
17367342,12,14,24806.11,42.7,230640.98,92019.55,359.74,625.36,363.51,0.8611,192.168.10.25,8080,BENIGN
29447314,37,1,198.13,1.44,3258288.4,1056211.18,72.54,42.95,42.15,0.0774,172.16.0.1,80,DoS slowloris
3758003,12,6,25986.79,41.51,610378.59,150844.42,290.14,471.79,543.11,1.3455,192.168.10.25,53,BENIGN
14127182,4,13,47480.49,0,232172.35,57288.34,354.14,649.32,539.65,0.7953,192.168.10.15,53,BENIGN
13989308,7,16,43748.19,25.42,246277.34,111178.08,177.2,621.72,460.85,0.8858,192.168.10.51,22,BENIGN
96391,3,0,441.7,20.87,28992.96,16546.21,49.08,40.28,10.07,0.6005,172.16.0.1,63,PortScan
122119,1,0,1016.15,30.0,66424.5,13696.36,45.05,21.66,11.14,0.7182,172.16.0.1,56,PortScan
58256,2,1,1100.94,31.45,56858.01,17304.56,61.02,59.97,15.72,0.2427,172.16.0.1,55,PortScan
13299820,11,16,17771.23,24.55,267995.63,127240.21,147.35,639.03,611.92,0.5959,192.168.10.51,443,BENIGN
10577441,13,1,15458.68,33.61,367114.54,100579.23,377.37,738.02,206.57,1.3575,192.168.10.15,53,BENIGN
15213601,145,17,9460.35,51.17,132481.05,21973.06,71.82,69.66,71.93,0.063,172.16.0.1,22,SSH-Patator
4359584,4,19,67808.15,24.43,143678.71,161830.9,467.84,553.82,349.76,0.9896,192.168.10.17,3389,BENIGN
4588316,13,7,23564.94,29.12,201663.29,169338.61,267.15,540.56,423.91,0.854,192.168.10.15,21,BENIGN
12826589,119,11,11728.7,42.84,105923.88,43168.73,92.72,140.17,61.77,0.1417,172.16.0.1,22,SSH-Patator
10340918,8,8,35565.67,14.41,339320.52,95291.16,325.64,257.08,545.98,0.8375,192.168.10.8,25,BENIGN
898877,1300,1,2104944.34,1381.8,1644.21,302.45,491.7,178.9,96.4,0.007,172.16.0.1,80,DoS Hulk
7793282,9,21,18918.8,39.62,327614.24,116498.21,362.69,343.47,540.01,0.5846,192.168.10.51,8080,BENIGN
9171877,13,14,41092.84,33.81,211613.95,76057.3,265.04,684.46,318.28,1.1607,192.168.10.5,80,BENIGN
6584384,13,5,34281.34,0,273020.65,180629.38,433.65,671.89,299.22,0.1041,192.168.10.15,80,BENIGN
